Tarih,TP_AB_C1,TP_AB_C1
2015-09-25,2015-39,18332.0
2015-10-02,2015-40,18141.0
2015-10-09,2015-41,17934.0
2015-10-16,2015-42,17934.0
2015-10-23,2015-43,18008.0
2015-10-30,2015-44,18439.0
2015-11-06,2015-45,18236.0
2015-11-13,2015-46,18236.0
2015-11-20,2015-47,18765.0
2015-11-27,2015-48,18765.0
2015-12-04,2015-49,17590.0
2015-12-11,2015-50,17590.0
2015-12-18,2015-51,17548.0
2015-12-25,2015-52,17548.0
2016-01-01,2016-1,17606.0
2016-01-08,2016-2,17648.0
2016-01-15,2016-3,17735.0
2016-01-22,2016-4,17735.0
2016-01-29,2016-5,18478.0
2016-02-05,2016-6,18478.0
2016-02-12,2016-7,18002.0
2016-02-19,2016-8,18002.0
2016-02-26,2016-9,17145.0
2016-03-04,2016-10,19028.0
2016-03-11,2016-11,19000.0
2016-03-18,2016-12,19000.0
2016-03-25,2016-13,19025.0
2016-04-01,2016-14,18871.0
2016-04-08,2016-15,19222.0
2016-04-15,2016-16,19222.0
2016-04-22,2016-17,19139.0
2016-04-29,2016-18,19833.0
2016-05-06,2016-19,19501.0
2016-05-13,2016-20,19501.0
2016-05-20,2016-21,19101.0
2016-05-27,2016-22,19101.0
2016-06-03,2016-23,18208.0
2016-06-10,2016-24,18208.0
2016-06-17,2016-25,18474.0
2016-06-24,2016-26,18474.0
2016-07-01,2016-27,19754.0
2016-07-08,2016-28,19754.0
2016-07-15,2016-29,19599.0
2016-07-22,2016-30,19599.0
2016-07-29,2016-31,19790.0
2016-08-05,2016-32,19790.0
2016-08-12,2016-33,19448.0
2016-08-19,2016-34,19448.0
2016-08-26,2016-35,19587.0
2016-09-02,2016-36,19215.0
2016-09-09,2016-37,18731.0
2016-09-16,2016-38,18731.0
2016-09-23,2016-39,18647.0
2016-09-30,2016-40,18837.0
2016-10-07,2016-41,18524.0
2016-10-14,2016-42,18524.0
2016-10-21,2016-43,18117.0
2016-10-28,2016-44,18117.0
2016-11-04,2016-45,16778.0
2016-11-11,2016-46,16778.0
2016-11-18,2016-47,16227.0
2016-11-25,2016-48,16227.0
2016-12-02,2016-49,14966.0
2016-12-09,2016-50,14966.0
2016-12-16,2016-51,14390.0
2016-12-23,2016-52,14390.0
2016-12-30,2016-53,14051.0
2017-01-06,2017-1,14051.0
2017-01-13,2017-2,15267.0
2017-01-20,2017-3,15267.0
2017-01-27,2017-4,15315.0
2017-02-03,2017-5,15932.0
2017-02-10,2017-6,16320.0
2017-02-17,2017-7,16320.0
2017-02-24,2017-8,16011.0
2017-03-03,2017-9,16648.0
2017-03-10,2017-10,16884.0
2017-03-17,2017-11,16884.0
2017-03-24,2017-12,17245.0
2017-03-31,2017-13,17101.0
2017-04-07,2017-14,17421.0
2017-04-14,2017-15,17421.0
2017-04-21,2017-16,17429.0
2017-04-28,2017-17,17747.0
2017-05-05,2017-18,17821.0
2017-05-12,2017-19,17968.0
2017-05-19,2017-20,18008.0
2017-05-26,2017-21,17960.0
2017-06-02,2017-22,17994.0
2017-06-09,2017-23,18116.0
2017-06-16,2017-24,18348.0
2017-06-23,2017-25,18551.0
2017-06-30,2017-26,18512.0
2017-07-07,2017-27,18671.0
2017-07-14,2017-28,18900.0
2017-07-21,2017-29,18940.0
2017-07-28,2017-30,19295.0
2017-08-04,2017-31,19780.0
2017-08-11,2017-32,19852.0
2017-08-18,2017-33,19973.0
2017-08-25,2017-34,19898.0
2017-09-01,2017-35,20508.0
2017-09-08,2017-36,21330.0
2017-09-15,2017-37,21110.0
2017-09-22,2017-38,20406.0
2017-09-29,2017-39,20440.0
2017-10-06,2017-40,20675.0
2017-10-13,2017-41,21300.0
2017-10-20,2017-42,21542.0
2017-10-27,2017-43,21420.0
2017-11-03,2017-44,22200.0
2017-11-10,2017-45,22429.0
2017-11-17,2017-46,22494.0
2017-11-24,2017-47,22595.0
2017-12-01,2017-48,22589.0
2017-12-08,2017-49,22264.0
2017-12-15,2017-50,22472.0
2017-12-22,2017-51,22695.0
2017-12-29,2017-52,23541.0
2018-01-05,2018-1,23989.0
2018-01-12,2018-2,24481.0
2018-01-19,2018-3,24752.0
2018-01-26,2018-4,25341.0
2018-02-02,2018-5,25187.0
2018-02-09,2018-6,24879.0
2018-02-16,2018-7,25701.0
2018-02-23,2018-8,25240.0
2018-03-02,2018-9,25094.0
2018-03-09,2018-10,25202.0
2018-03-16,2018-11,25130.0
2018-03-23,2018-12,25721.0
2018-03-30,2018-13,25345.0
2018-04-06,2018-14,25348.0
2018-04-13,2018-15,25644.0
2018-04-20,2018-16,25499.0
2018-04-27,2018-17,25189.0
2018-05-04,2018-18,24778.0
2018-05-11,2018-19,25087.0
2018-05-18,2018-20,24154.0
2018-05-25,2018-21,24470.0
2018-06-01,2018-22,24481.0
2018-06-08,2018-23,24530.0
2018-06-15,2018-24,24671.0
2018-06-22,2018-25,23331.0
2018-06-29,2018-26,22835.0
2018-07-06,2018-27,22927.0
2018-07-13,2018-28,23183.0
2018-07-20,2018-29,22932.0
2018-07-27,2018-30,22281.0
2018-08-03,2018-31,22125.0
2018-08-10,2018-32,22129.0
2018-08-17,2018-33,19581.0
2018-08-24,2018-34,19767.0
2018-08-31,2018-35,18435.0
2018-09-07,2018-36,18579.0
2018-09-14,2018-37,18653.0
2018-09-21,2018-38,17833.0
2018-09-28,2018-39,17666.0
2018-10-05,2018-40,17907.0
2018-10-12,2018-41,17960.0
2018-10-19,2018-42,18543.0
2018-10-26,2018-43,18675.0
2018-11-02,2018-44,18956.0
2018-11-09,2018-45,18909.0
2018-11-16,2018-46,18738.0
2018-11-23,2018-47,19019.0
2018-11-30,2018-48,19303.0
2018-12-07,2018-49,19372.0
2018-12-14,2018-50,19629.0
2018-12-21,2018-51,19820.0
2018-12-28,2018-52,19950.0
2019-01-04,2019-1,20237.0
2019-01-11,2019-2,20361.0
2019-01-18,2019-3,20417.0
2019-01-25,2019-4,19862.0
2019-02-01,2019-5,20566.0
2019-02-08,2019-6,20447.0
2019-02-15,2019-7,20428.0
2019-02-22,2019-8,20548.0
2019-03-01,2019-9,20969.0
2019-03-08,2019-10,20433.0
2019-03-15,2019-11,20657.0
2019-03-22,2019-12,20987.0
2019-03-29,2019-13,20834.0
2019-04-05,2019-14,20626.0
2019-04-12,2019-15,20854.0
2019-04-19,2019-16,20380.0
2019-04-26,2019-17,20431.0
2019-05-03,2019-18,20418.0
2019-05-10,2019-19,20663.0
2019-05-17,2019-20,20727.0
2019-05-24,2019-21,20455.0
2019-05-31,2019-22,20516.0
2019-06-07,2019-23,21484.0
2019-06-14,2019-24,21652.0
2019-06-21,2019-25,22785.0
2019-06-28,2019-26,22853.0
2019-07-05,2019-27,23123.0
2019-07-12,2019-28,23194.0
2019-07-19,2019-29,23253.0
2019-07-26,2019-30,23416.0
2019-08-02,2019-31,23169.0
2019-08-09,2019-32,24892.0
2019-08-16,2019-33,25266.0
2019-08-23,2019-34,24708.0
2019-08-30,2019-35,25708.0
2019-09-06,2019-36,25566.0
2019-09-13,2019-37,24951.0
2019-09-20,2019-38,25855.0
2019-09-27,2019-39,26051.0
2019-10-04,2019-40,25989.0
2019-10-11,2019-41,25808.0
2019-10-18,2019-42,26408.0
2019-10-25,2019-43,26481.0
2019-11-01,2019-44,27002.0
2019-11-08,2019-45,26605.0
2019-11-15,2019-46,25392.0
2019-11-22,2019-47,26576.0
2019-11-29,2019-48,26475.0
2019-12-06,2019-49,26822.0
2019-12-13,2019-50,25982.0
2019-12-20,2019-51,26428.0
2019-12-27,2019-52,25079.0
2020-01-03,2020-1,27468.0
2020-01-10,2020-2,27947.0
2020-01-17,2020-3,28105.0
2020-01-24,2020-4,26839.0
2020-01-31,2020-5,27519.0
2020-02-07,2020-6,28297.0
2020-02-14,2020-7,28585.0
2020-02-21,2020-8,29651.0
2020-02-28,2020-9,30410.0
2020-03-06,2020-10,31694.0
2020-03-13,2020-11,31690.0
2020-03-20,2020-12,28304.0
2020-03-27,2020-13,31325.0
2020-04-03,2020-14,31306.0
2020-04-10,2020-15,32871.0
2020-04-17,2020-16,33958.0
2020-04-24,2020-17,33785.0
2020-05-01,2020-18,34785.0
2020-05-08,2020-19,34683.0
2020-05-15,2020-20,35535.0
2020-05-22,2020-21,36812.0
2020-05-29,2020-22,36666.0
2020-06-05,2020-23,36610.0
2020-06-12,2020-24,37579.0
2020-06-19,2020-25,38371.0
2020-06-26,2020-26,38821.0
2020-07-03,2020-27,39159.0
2020-07-10,2020-28,40425.0
2020-07-17,2020-29,40229.0
2020-07-24,2020-30,42104.0
2020-07-31,2020-31,43572.0
2020-08-07,2020-32,45229.0
2020-08-14,2020-33,42816.0
2020-08-21,2020-34,43277.0
2020-08-28,2020-35,43041.0
2020-09-04,2020-36,42665.0
2020-09-11,2020-37,42907.0
2020-09-18,2020-38,43160.0
2020-09-25,2020-39,41097.0
2020-10-02,2020-40,42229.0
2020-10-09,2020-41,42476.0
2020-10-16,2020-42,42666.0
2020-10-23,2020-43,43264.0
2020-10-30,2020-44,42147.0
2020-11-06,2020-45,43326.0
2020-11-13,2020-46,41977.0
2020-11-20,2020-47,41375.0
2020-11-27,2020-48,40298.0
2020-12-04,2020-49,40255.0
2020-12-11,2020-50,40765.0
2020-12-18,2020-51,42007.0
2020-12-25,2020-52,43022.0
2021-01-01,2021-1,43241.0
2021-01-08,2021-2,43886.0
2021-01-15,2021-3,42179.0
2021-01-22,2021-4,42818.0
2021-01-29,2021-5,42169.0
2021-02-05,2021-6,41153.0
2021-02-12,2021-7,41896.0
2021-02-19,2021-8,40184.0
2021-02-26,2021-9,40719.0
2021-03-05,2021-10,38416.0
2021-03-12,2021-11,38947.0
2021-03-19,2021-12,39263.0
2021-03-26,2021-13,39745.0
2021-04-02,2021-14,39361.0
2021-04-09,2021-15,39943.0
2021-04-16,2021-16,39855.0
2021-04-23,2021-17,40730.0
2021-04-30,2021-18,40936.0
2021-05-07,2021-19,41468.0
2021-05-14,2021-20,42383.0
2021-05-21,2021-21,43249.0
2021-05-28,2021-22,43883.0
2021-06-04,2021-23,44048.0
2021-06-11,2021-24,43153.0
2021-06-18,2021-25,41298.0
2021-06-25,2021-26,40918.0
2021-07-02,2021-27,40595.0
2021-07-09,2021-28,41486.0
2021-07-16,2021-29,42007.0
2021-07-23,2021-30,41778.0
2021-07-30,2021-31,41592.0
2021-08-06,2021-32,41274.0
2021-08-13,2021-33,39742.0
2021-08-20,2021-34,40386.0
2021-08-27,2021-35,40308.0
2021-09-03,2021-36,41151.0
2021-09-10,2021-37,40480.0
2021-09-17,2021-38,39367.0
2021-09-24,2021-39,39204.0
2021-10-01,2021-40,38517.0
2021-10-08,2021-41,38107.0
2021-10-15,2021-42,39772.0
2021-10-22,2021-43,39695.0
2021-10-29,2021-44,39678.0
2021-11-05,2021-45,39653.0
2021-11-12,2021-46,40995.0
2021-11-19,2021-47,40482.0
2021-11-26,2021-48,39121.0
2021-12-03,2021-49,39017.0
2021-12-10,2021-50,38737.0
2021-12-17,2021-51,38506.0
2021-12-24,2021-52,38370.0
2021-12-31,2021-53,38488.0
2022-01-07,2022-1,38455.0
2022-01-14,2022-2,38846.0
2022-01-21,2022-3,39017.0
2022-01-28,2022-4,38577.0
2022-02-04,2022-5,38939.0
2022-02-11,2022-6,39732.0
2022-02-18,2022-7,41229.0
2022-02-25,2022-8,42944.0
2022-03-04,2022-9,42080.0
2022-03-11,2022-10,43528.0
2022-03-18,2022-11,42208.0
2022-03-25,2022-12,42398.0
2022-04-01,2022-13,42104.0
2022-04-08,2022-14,42194.0
2022-04-15,2022-15,43260.0
2022-04-22,2022-16,42820.0
2022-04-29,2022-17,41466.0
2022-05-06,2022-18,41640.0
2022-05-13,2022-19,40742.0
2022-05-20,2022-20,40249.0
2022-05-27,2022-21,41611.0
2022-06-03,2022-22,41280.0
2022-06-10,2022-23,41725.0
2022-06-17,2022-24,41579.0
2022-06-24,2022-25,41593.0
2022-07-01,2022-26,41153.0
2022-07-08,2022-27,39784.0
2022-07-15,2022-28,39409.0
2022-07-22,2022-29,38611.0
2022-07-29,2022-30,40162.0
2022-08-05,2022-31,40868.0
2022-08-12,2022-32,41177.0
2022-08-19,2022-33,40761.0
2022-08-26,2022-34,40824.0
2022-09-02,2022-35,39632.0
2022-09-09,2022-36,40001.0
2022-09-16,2022-37,39914.0
2022-09-23,2022-38,39468.0
2022-09-30,2022-39,38995.0
2022-10-07,2022-40,40724.0
2022-10-14,2022-41,39854.0
2022-10-21,2022-42,38851.0
2022-10-28,2022-43,39376.0
2022-11-04,2022-44,38506.0
2022-11-11,2022-45,40901.0
2022-11-18,2022-46,42854.0
2022-11-25,2022-47,42834.0
2022-12-02,2022-48,43688.0
2022-12-09,2022-49,43954.0
2022-12-16,2022-50,43916.0
2022-12-23,2022-51,45490.0
2022-12-30,2022-52,45850.0
2023-01-06,2023-1,46750.0
2023-01-13,2023-2,48088.0
2023-01-20,2023-3,49588.0
2023-01-27,2023-4,50933.0
2023-02-03,2023-5,51696.0
2023-02-10,2023-6,50007.0
2023-02-17,2023-7,49209.0
2023-02-24,2023-8,49190.0
2023-03-03,2023-9,50078.0
2023-03-10,2023-10,50316.0
2023-03-17,2023-11,52958.0
2023-03-24,2023-12,53358.0
2023-03-31,2023-13,52175.0
2023-04-07,2023-14,52612.0
2023-04-14,2023-15,52119.0
2023-04-21,2023-16,49252.0
2023-04-28,2023-17,46413.0
2023-05-05,2023-18,45720.0
2023-05-12,2023-19,44312.0
2023-05-19,2023-20,42765.0
2023-05-26,2023-21,41939.0
2023-06-02,2023-22,42245.0
2023-06-09,2023-23,41993.0
2023-06-16,2023-24,42017.0
2023-06-23,2023-25,41314.0
2023-06-30,2023-26,41432.0
2023-07-07,2023-27,40580.0
2023-07-14,2023-28,41680.0
2023-07-21,2023-29,41875.0
2023-07-28,2023-30,41425.0
2023-08-04,2023-31,41362.0
2023-08-11,2023-32,41217.0
2023-08-18,2023-33,40782.0
2023-08-25,2023-34,41343.0
2023-09-01,2023-35,41857.0
2023-09-08,2023-36,41373.0
2023-09-15,2023-37,41455.0
2023-09-22,2023-38,41691.0
2023-09-29,2023-39,40628.0
2023-10-06,2023-40,39731.0
2023-10-13,2023-41,41191.0
2023-10-20,2023-42,43558.0
2023-10-27,2023-43,44148.0
2023-11-03,2023-44,44475.0
2023-11-10,2023-45,43969.0
2023-11-17,2023-46,45241.0
2023-11-24,2023-47,45495.0
2023-12-01,2023-48,46915.0
2023-12-08,2023-49,46864.0
2023-12-15,2023-50,47128.0
2023-12-22,2023-51,47896.0
2023-12-29,2023-52,48231.0
2024-01-05,2024-1,47638.36
2024-01-12,2024-2,47809.61
2024-01-19,2024-3,47725.39
2024-01-26,2024-4,48006.74
2024-02-02,2024-5,48905.2
2024-02-09,2024-6,48560.82
2024-02-16,2024-7,48116.26
2024-02-23,2024-8,49270.71
2024-03-01,2024-9,50408.25
2024-03-08,2024-10,52747.74
2024-03-15,2024-11,53006.18
2024-03-22,2024-12,53162.94
2024-03-29,2024-13,54378.27
2024-04-05,2024-14,56678.08
2024-04-12,2024-15,58445.51
2024-04-19,2024-16,59272.52
2024-04-26,2024-17,59113.18
2024-05-03,2024-18,57707.25
2024-05-10,2024-19,60199.05
2024-05-17,2024-20,60575.82
2024-05-24,2024-21,59476.39
2024-05-31,2024-22,59739.74
2024-06-07,2024-23,59795.96
2024-06-14,2024-24,57867.69
2024-06-21,2024-25,59126.62
2024-06-28,2024-26,58077.0772828
2024-07-05,2024-27,58716.5821157
2024-07-12,2024-28,59450.6944559
2024-07-19,2024-29,59214.438011
2024-07-26,2024-30,56103.9251076
2024-08-02,2024-31,57894.8898368
2024-08-09,2024-32,57902.6871986
2024-08-16,2024-33,58768.9324072
2024-08-23,2024-34,59698.0484541
2024-08-30,2024-35,60043.4399015
2024-09-06,2024-36,60192.5759457
2024-09-13,2024-37,61394.5680032
2024-09-20,2024-38,62283.0253174
2024-09-27,2024-39,63565.9754181
2024-10-04,2024-40,63552.7655764
2024-10-11,2024-41,63742.9938335
2024-10-18,2024-42,65573.6903753
2024-10-25,2024-43,65894.4587923
2024-11-01,2024-44,66613.5781057
2024-11-08,2024-45,65186.5814129
2024-11-15,2024-46,62593.7700148
2024-11-22,2024-47,65904.1984644
2024-11-29,2024-48,64919.8534555
2024-12-06,2024-49,64378.5827087
2024-12-13,2024-50,65306.8590688
2024-12-20,2024-51,63805.6072123
2024-12-27,2024-52,64319.2916857
2025-01-03,2025-1,65345.4313311
2025-01-10,2025-2,66020.6497488
2025-01-17,2025-3,66511.4250845
2025-01-24,2025-4,68232.0673756
2025-01-31,2025-5,68663.7740265
2025-02-07,2025-6,70562.9620854
2025-02-14,2025-7,72475.2809282
2025-02-21,2025-8,72297.3272418
2025-02-28,2025-9,70659.4165576
2025-03-07,2025-10,72112.8553009
2025-03-14,2025-11,74012.8284531
2025-03-21,2025-12,74785.8709218
2025-03-28,2025-13,75902.1497246
2025-04-04,2025-14,76422.2644908
2025-04-11,2025-15,79481.9411799
2025-04-18,2025-16,82251.8447706
2025-04-25,2025-17,81800.4482211
2025-05-02,2025-18,80954.7461453
2025-05-09,2025-19,83120.8853809
2025-05-16,2025-20,80255.522028
2025-05-23,2025-21,84019.2386684
2025-05-30,2025-22,83164.0825244
2025-06-06,2025-23,85572.7390386
2025-06-13,2025-24,86543.2947269
2025-06-20,2025-25,85001.3612681
2025-06-27,2025-26,83316.2558408
2025-07-04,2025-27,84610.9492653
2025-07-11,2025-28,84692.0441748
2025-07-18,2025-29,85265.9216346
2025-07-25,2025-30,85222.5459425
2025-08-01,2025-31,84078.8045013
2025-08-08,2025-32,86758.1623822
2025-08-15,2025-33,85581.7981105
2025-08-22,2025-34,85236.9910374
2025-08-29,2025-35,87326.0427105
2025-09-05,2025-36,90930.8672988
2025-09-12,2025-37,93360.7395284
2025-09-19,2025-38,93754.8291021
2025-09-26,2025-39,96253.5908201
2025-10-03,2025-40,99188.8033221
2025-10-10,2025-41,102396.78083
